<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: commercial_tg.csv>index,市售TG编号,证据等级,品牌/商业体系,具体样品/状态,关联product_id,品牌/厂家,基材类别,材料形态,组成/产品描述,面密度(g/m²),状态/处理,典型城市用途,气氛,气体流量(mL/min),升温速率(°C/min),温度起点(°C),温度终点(°C),T5(°C),T10(°C),T50(°C),Tonset/起始分解(°C),Tmax1(°C),Tmax2(°C),最大失重速率,速率单位,残余温度(°C),残余质量(%),LOI(%),其他TG/DTG原文信息,数值来源,来源类型,来源题名,年份,DOI,来源URL,匹配范围,限制/冲突,可直接用于数值分析,检索日期
355,CTG0356,B-真实PET机织物/商业化化学体系,sodium ligno-sulphonate PET,Control PET,,,聚酯,机织物,PET woven fabric,,untreated,聚酯窗帘/软包/城市室内纺织阻燃辅助参照,N2,2.0,10,,,400.0,420.0,,,,,,,,,19.0,450°C约35%剩余；500°C约18%。,原文TGA结果+LOI,Journal of Industrial Textiles原始论文,Effect of sodium ligno-sulphonate on flammability of PET woven fabric,,10.1177/15280837221150203,https://journals.sagepub.com/doi/10.1177/15280837221150203,真实PET机织物；S2相关,多温度剩余质量保留于说明，不混入单一残余栏。,是,2026-09-06
356,CTG0357,B-真实PET机织物/商业化化学体系,sodium ligno-sulphonate PET,SLS-200,,,聚酯,机织物,PET woven fabric,,sodium ligno-sulphonate 200 g/L; loading ≈35%,聚酯窗帘/软包/城市室内纺织阻燃辅助参照,N2,2.0,10,,,110.0,180.0,,,,,,,,,27.0,160°C约90%剩余；280°C约80%；420°C约65%；450°C约52%。,原文TGA结果+LOI,Journal of Industrial Textiles原始论文,Effect of sodium ligno-sulphonate on flammability of PET woven fabric,,10.1177/15280837221150203,https://journals.sagepub.com/doi/10.1177/15280837221150203,真实PET机织物；S2相关,多温度剩余质量保留于说明，不混入单一残余栏。,是,2026-09-06
357,CTG0358,C-真实耐久PET织物,plasma/UV durable FR PET,Pristine PET,,,聚酯,织物,polyester fabric,,untreated,服装/家具/交通内装PET耐久阻燃参照,N2,,,,,,,,,,,,,,9.7,,PET-D3/T4.5氮气最终残余26.7%，原PET 9.7%；处理样LOI=24%，10次洗后23.5%。洗后TG未确认，未另建记录。,出版社摘要明确数值,Progress in Organic Coatings原始论文,Durable flame retardant and dip-resistant coating of polyester fabrics by plasma surface treatment and UV-curing,2022.0,10.1016/j.porgcoat.2022.107066,https://www.sciencedirect.com/science/article/abs/pii/S0300944022003630,真实PET织物，城市家具/交通用途直接相关,摘要未明确最终残余对应温度，残余温度栏留空。,是,2026-09-06
358,CTG0359,C-真实耐久PET织物,plasma/UV durable FR PET,PET-D3/T4.5,,,聚酯,织物,polyester fabric,,plasma pretreatment + DPEA/TAEP UV-cured coating,服装/家具/交通内装PET耐久阻燃参照,N2,,,,,,,,,,,,,,26.7,24.0,PET-D3/T4.5氮气最终残余26.7%，原PET 9.7%；处理样LOI=24%，10次洗后23.5%。洗后TG未确认，未另建记录。,出版社摘要明确数值,Progress in Organic Coatings原始论文,Durable flame retardant and dip-resistant coating of polyester fabrics by plasma surface treatment and UV-curing,2022.0,10.1016/j.porgcoat.2022.107066,https://www.sciencedirect.com/science/article/abs/pii/S0300944022003630,真实PET织物，城市家具/交通用途直接相关,摘要未明确最终残余对应温度，残余温度栏留空。,是,2026-09-06
359,CTG0360,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY - air,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY,消防/应急/化生防护/城市高风险作业,air,70.0,10,50.0,800.0,,,,,348.0,433.0,,,800.0,0.5,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
360,CTG0361,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY - N2,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY,消防/应急/化生防护/城市高风险作业,N2,70.0,10,50.0,800.0,,,,,371.0,430.0,,,800.0,13.0,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
361,CTG0362,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY-TPU - air,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY-TPU,消防/应急/化生防护/城市高风险作业,air,70.0,10,50.0,800.0,,,,,363.0,429.0,,,800.0,0.4,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
362,CTG0363,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY-TPU - N2,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY-TPU,消防/应急/化生防护/城市高风险作业,N2,70.0,10,50.0,800.0,,,,,375.0,425.0,,,800.0,12.9,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
363,CTG0364,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY-TPU-TA - air,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY-TPU-TA,消防/应急/化生防护/城市高风险作业,air,70.0,10,50.0,800.0,,,,,341.0,437.0,,,800.0,0.5,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
364,CTG0365,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY-TPU-TA - N2,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY-TPU-TA,消防/应急/化生防护/城市高风险作业,N2,70.0,10,50.0,800.0,,,,,373.0,432.0,,,800.0,13.3,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
365,CTG0366,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY-TPU-TA-MOF - air,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY-TPU-TA-MOF,消防/应急/化生防护/城市高风险作业,air,70.0,10,50.0,800.0,,,,,347.0,429.0,,,800.0,0.8,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
366,CTG0367,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,NY-TPU-TA-MOF - N2,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,NY-TPU-TA-MOF,消防/应急/化生防护/城市高风险作业,N2,70.0,10,50.0,800.0,,,,,374.0,428.0,,,800.0,13.5,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
367,CTG0368,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,PNY-TPU-TA-MOF - air,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,PNY-TPU-TA-MOF,消防/应急/化生防护/城市高风险作业,air,70.0,10,50.0,800.0,,,,,248.0,346.0,,,800.0,6.0,,原文Table 4给出DTG峰和R800；另有高温峰约577°C、710°C,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
368,CTG0369,C-真实NYCO城市/防护织物,multilayer semipermeable NYCO,PNY-TPU-TA-MOF - N2,,,棉/锦纶,多层织物,NYCO + TPU/TA/MOF/electrospun functional layers,,PNY-TPU-TA-MOF,消防/应急/化生防护/城市高风险作业,N2,70.0,10,50.0,800.0,,,,,248.0,346.0,,,800.0,29.5,,原文Table 4给出DTG峰和R800,原文Table 4,ACS Applied Engineering Materials原始论文,Multilayer Semipermeable Fabrics with Electrospun Nanofiber Membranes for Chem-Bio Protection and Flame Retardancy,2026.0,10.1021/acsaenm.6c00308,https://pubs.acs.org/doi/10.1021/acsaenm.6c00308,真实NYCO多层防护；S4重要辅助,多层结构不等于单层88/12 NYCO。,是,2026-09-06
369,CTG0370,C-真实PET织物状态,biodegradation-treated PET,PET,,,聚酯,织物,polyester fabric,,untreated,实际PET老化/降解热响应辅助基线,,,,,,,,,412.3,439.6,,7.1,,,,,原文Ti=412.3°C，Tp=439.6°C，Tc=448.0°C。,原文Table 5,原始论文开放全文,"Screening, Identification, and Degradation Mechanism of Polyester Fabric-Degrading Bacteria ...",2026.0,10.3390/polym18010127,https://pmc.ncbi.nlm.nih.gov/articles/PMC12843709/,真实PET织物老化/处理状态；S2辅助,非阻燃研究，仅作现实PET热响应基线。,是,2026-09-06
370,CTG0371,C-真实PET织物状态,biodegradation-treated PET,N3+PET,,,聚酯,织物,polyester fabric,,bacterial treatment N3,实际PET老化/降解热响应辅助基线,,,,,,,,,412.2,438.9,,6.1,,,,,原文Ti=412.2°C，Tp=438.9°C，Tc=449.1°C。,原文Table 5,原始论文开放全文,"Screening, Identification, and Degradation Mechanism of Polyester Fabric-Degrading Bacteria ...",2026.0,10.3390/polym18010127,https://pmc.ncbi.nlm.nih.gov/articles/PMC12843709/,真实PET织物老化/处理状态；S2辅助,非阻燃研究，仅作现实PET热响应基线。,是,2026-09-06
371,CTG0372,C-真实PET织物状态,biodegradation-treated PET,N4+PET,,,聚酯,织物,polyester fabric,,bacterial treatment N4,实际PET老化/降解热响应辅助基线,,,,,,,,,409.6,438.1,,5.4,,,,,原文Ti=409.6°C，Tp=438.1°C，Tc=448.7°C。,原文Table 5,原始论文开放全文,"Screening, Identification, and Degradation Mechanism of Polyester Fabric-Degrading Bacteria ...",2026.0,10.3390/polym18010127,https://pmc.ncbi.nlm.nih.gov/articles/PMC12843709/,真实PET织物老化/处理状态；S2辅助,非阻燃研究，仅作现实PET热响应基线。,是,2026-09-06
372,CTG0373,C-真实PET织物状态,biodegradation-treated PET,N5+PET,,,聚酯,织物,polyester fabric,,bacterial treatment N5,实际PET老化/降解热响应辅助基线,,,,,,,,,401.2,437.2,,5.0,,,,,原文Ti=401.2°C，Tp=437.2°C，Tc=448.1°C。,原文Table 5,原始论文开放全文,"Screening, Identification, and Degradation Mechanism of Polyester Fabric-Degrading Bacteria ...",2026.0,10.3390/polym18010127,https://pmc.ncbi.nlm.nih.gov/articles/PMC12843709/,真实PET织物老化/处理状态；S2辅助,非阻燃研究，仅作现实PET热响应基线。,是,2026-09-06
373,CTG0374,C-真实PET织物状态,biodegradation-treated PET,N6+PET,,,聚酯,织物,polyester fabric,,bacterial treatment N6,实际PET老化/降解热响应辅助基线,,,,,,,,,405.2,437.4,,5.5,,,,,原文Ti=405.2°C，Tp=437.4°C，Tc=449.1°C。,原文Table 5,原始论文开放全文,"Screening, Identification, and Degradation Mechanism of Polyester Fabric-Degrading Bacteria ...",2026.0,10.3390/polym18010127,https://pmc.ncbi.nlm.nih.gov/articles/PMC12843709/,真实PET织物老化/处理状态；S2辅助,非阻燃研究，仅作现实PET热响应基线。,是,2026-09-06
374,CTG0375,C-真实PET织物状态,biodegradation-treated PET,N7+PET,,,聚酯,织物,polyester fabric,,bacterial treatment N7,实际PET老化/降解热响应辅助基线,,,,,,,,,416.6,437.2,,5.2,,,,,原文Ti=416.6°C，Tp=437.2°C，Tc=450.3°C。,原文Table 5,原始论文开放全文,"Screening, Identification, and Degradation Mechanism of Polyester Fabric-Degrading Bacteria ...",2026.0,10.3390/polym18010127,https://pmc.ncbi.nlm.nih.gov/articles/PMC12843709/,真实PET织物老化/处理状态；S2辅助,非阻燃研究，仅作现实PET热响应基线。,是,2026-09-06
375,CTG0376,C-高质量真实棉织物TG+LOI,APP-Ag gel paint,Cotton,,,棉,机织物,"woven cotton, 200 g/m²",200.0,untreated,阻燃导电防护/技术纺织辅助,N2,,10,,,,320.0,,,355.0,,1.49,%/°C,800.0,4.49,18.3,,原文TG/LOI表格,Materials Horizons原始论文,"Ethanol-induced ammonium polyphosphate–silver gel paint: breaking the trade-off between conductivity, flame retardancy and adhesion in single-layer functional coatings",2025.0,10.1039/D4MH01684J,https://pubs.rsc.org/en/content/articlehtml/2025/mh/d4mh01684j,真实200 g/m²棉；S5辅助,高性能实验涂层，不代表市售棉。,是,2026-09-06
376,CTG0377,C-高质量真实棉织物TG+LOI,APP-Ag gel paint,APP-Ag coated cotton,,,棉,机织物,"woven cotton, 200 g/m²",200.0,APP-Ag gel coating; weight gain 32.9%,阻燃导电防护/技术纺织辅助,N2,,10,,,,249.0,,,261.0,,0.68,%/°C,800.0,38.46,66.0,,原文TG/LOI表格,Materials Horizons原始论文,"Ethanol-induced ammonium polyphosphate–silver gel paint: breaking the trade-off between conductivity, flame retardancy and adhesion in single-layer functional coatings",2025.0,10.1039/D4MH01684J,https://pubs.rsc.org/en/content/articlehtml/2025/mh/d4mh01684j,真实200 g/m²棉；S5辅助,高性能实验涂层，不代表市售棉。,是,2026-09-06
377,CTG0378,C-真实PET阻燃涂层,NDFR polyester coating,AZ1,,,聚酯,织物,polyester fabric,,AZ1,PET装饰/内装/工装阻燃参照,,,,,,,403.0,430.0,,432.0,,,,750.0,1.5,,T20=410°C；T80=448°C。,原文Table 6,Egyptian Journal of Petroleum原始论文,Evaluation the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2016.0,10.1016/j.ejpe.2015.04.001,https://www.sciencedirect.com/science/article/pii/S1110062115200785,真实PET；S2辅助,未目测图中LOI。,是,2026-09-06
378,CTG0379,C-真实PET阻燃涂层,NDFR polyester coating,AZ2,,,聚酯,织物,polyester fabric,,AZ2,PET装饰/内装/工装阻燃参照,,,,,,,148.0,432.0,,440.0,,,,750.0,11.5,,T20=209°C；T80=472°C。,原文Table 6,Egyptian Journal of Petroleum原始论文,Evaluation the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2016.0,10.1016/j.ejpe.2015.04.001,https://www.sciencedirect.com/science/article/pii/S1110062115200785,真实PET；S2辅助,未目测图中LOI。,是,2026-09-06
379,CTG0380,C-真实PET阻燃涂层,NDFR polyester coating,AZ3,,,聚酯,织物,polyester fabric,,AZ3,PET装饰/内装/工装阻燃参照,,,,,,,403.0,435.0,,432.0,,,,750.0,8.3,,T20=415°C；T80=468°C。,原文Table 6,Egyptian Journal of Petroleum原始论文,Evaluation the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2016.0,10.1016/j.ejpe.2015.04.001,https://www.sciencedirect.com/science/article/pii/S1110062115200785,真实PET；S2辅助,未目测图中LOI。,是,2026-09-06
380,CTG0381,C-真实PET阻燃涂层,NDFR polyester coating,AZ10,,,聚酯,织物,polyester fabric,,AZ10,PET装饰/内装/工装阻燃参照,,,,,,,148.0,430.0,,445.0,,,,750.0,13.5,,T20=209°C；T80=485°C。,原文Table 6,Egyptian Journal of Petroleum原始论文,Evaluation the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2016.0,10.1016/j.ejpe.2015.04.001,https://www.sciencedirect.com/science/article/pii/S1110062115200785,真实PET；S2辅助,未目测图中LOI。,是,2026-09-06
381,CTG0382,C-真实棉/PET/涤棉统一体系,phytate PVAmPA / ChiPA,CO,,,棉,织物,100% cotton,,untreated,棉/PET/涤棉公共纺织与工装统一热响应参照,N2,90.0,20,40.0,800.0,330.0,,,,391.0,,,,700.0,4.5,,,原文Table 4,Polymers原始论文,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,10.3390/polym18070819,https://www.mdpi.com/2073-4360/18/7/819,同条件跨基材系列；S2/S3/S5均相关,LOI未从图估算。,是,2026-09-06
382,CTG0383,C-真实棉/PET/涤棉统一体系,phytate PVAmPA / ChiPA,CO_PVAmPA,,,棉,织物,100% cotton,,CO_PVAmPA,棉/PET/涤棉公共纺织与工装统一热响应参照,N2,90.0,20,40.0,800.0,320.0,,,,280.0,356.0,,,700.0,18.2,,,原文Table 4,Polymers原始论文,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,10.3390/polym18070819,https://www.mdpi.com/2073-4360/18/7/819,同条件跨基材系列；S2/S3/S5均相关,LOI未从图估算。,是,2026-09-06
383,CTG0384,C-真实棉/PET/涤棉统一体系,phytate PVAmPA / ChiPA,CO_ChiPA,,,棉,织物,100% cotton,,CO_ChiPA,棉/PET/涤棉公共纺织与工装统一热响应参照,N2,90.0,20,40.0,800.0,291.0,,,,241.0,351.0,,,700.0,15.2,,,原文Table 4,Polymers原始论文,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,10.3390/polym18070819,https://www.mdpi.com/2073-4360/18/7/819,同条件跨基材系列；S2/S3/S5均相关,LOI未从图估算。,是,2026-09-06
384,CTG0385,C-真实棉/PET/涤棉统一体系,phytate PVAmPA / ChiPA,CO/PET,,,棉/聚酯,织物,cotton/PET blend,,CO/PET,棉/PET/涤棉公共纺织与工装统一热响应参照,N2,90.0,20,40.0,800.0,341.0,,,,386.0,455.0,,,700.0,11.3,,,原文Table 4,Polymers原始论文,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,10.3390/polym18070819,https://www.mdpi.com/2073-4360/18/7/819,同条件跨基材系列；S2/S3/S5均相关,LOI未从图估算。,是,2026-09-06
