<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: scatter_ready.csv>index,record_id,dataset_type,sample_id,study_id,evidence_level,brand_or_system,material_category,material_form,composition,sample_state,treatment_state,treatment_chemistry,treatment_method,add_on,add_on_unit,atmosphere,gas_flow_mL_min,heating_rate_C_min,T5_C,T10_C,T20_C,Tonset_C,Tmax1_C,Tmax2_C,Tmax3_C,max_mass_loss_rate,rate_unit,R400_pct,R500_pct,R600_pct,R650_pct,R700_pct,R800_pct,residue_temp_C,residue_pct,LOI_pct,numeric_TG,numeric_LOI,direct_numeric_use,source_title,year,journal_or_source_type,DOI,source_url,source_location,limitations
483,CTG0275,commercial,,,C-真实棉织物溶胶凝胶体系,SiO2/KH570/AP sol-gel,棉,织物,cotton fabric,SiO2-KH570-AP@COT,SiO2-KH570-AP@COT; add-on=20.7%,,,,,,,,,296.4,,,356.6,,,,,,,,,,,700.0,31.5,24.0,是,是,是,Enhanced flame retardancy level of a cotton fabric treated by an ammonium pentaborate doped silica-KH570 sol,2022.0,原始论文开放获取,10.1177/15280837221116590,https://journals.sagepub.com/doi/10.1177/15280837221116590,原文Table 2 + 出版社摘要,当前抓取片段未再次核验TG气氛/升温速率，保持为空。
484,CTG0276,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton,Cotton,,,,,N2,,,280.8,,,,384.8,,,,,,,,,,,700.0,10.0,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
485,CTG0277,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton-4BL,Cotton-4BL,,,,,N2,,,280.3,,,,377.9,,,,,,,,,,,700.0,10.1,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
486,CTG0278,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton-8BL,Cotton-8BL,,,,,N2,,,272.5,,,,378.2,,,,,,,,,,,700.0,10.4,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
487,CTG0279,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton-12BL,Cotton-12BL,,,,,N2,,,250.9,,,,379.7,,,,,,,,,,,700.0,10.8,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
488,CTG0280,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton-CDs-4BL,Cotton-CDs-4BL,,,,,N2,,,240.4,,,,377.2,,,,,,,,,,,700.0,10.7,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
489,CTG0281,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton-CDs-8BL,Cotton-CDs-8BL,,,,,N2,,,209.4,,,,377.4,,,,,,,,,,,700.0,11.6,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
490,CTG0282,commercial,,,C-真实棉织物多层涂层,"PEI/alginate + B,N-CDs LbL",棉,织物,cotton fabric,Cotton-CDs-12BL,Cotton-CDs-12BL,,,,,N2,,,194.2,,,,377.4,,,,,,,,,,,700.0,12.4,,是,否,是,Fabrication of Photoluminescent Coatings Composed of Boron and Nitrogen Co-doped Carbon Dots on the Cotton Fabric by Layer-by-Layer Self-assembly Method,2023.0,原始研究预印本/全文,,https://www.researchgate.net/publication/368413745_Fabrication_of_Photoluminescent_Coatings_Composed_of_Boron_and_Nitrogen_Co-doped_Carbon_Dots_on_the_Cotton_Fabric_by_Layer-by-Layer_Self-assembly_Method,原文Table 2,当前来源为预印本/公开全文版本，发表状态后续再核验。
491,CTG0283,commercial,,,C-真实耐久多功能棉,AMVP/PDA/Ag/PDMS,棉,织物,cotton fabric,Bare cotton - N2,Bare cotton,,,,,N2,,20,314.0,,,,380.0,,,,,,,,,,,800.0,16.1,18.0,是,是,是,"Fabrication of durable coatings for cotton fabrics with flame retardant, antibacterial, Fluorine-free Superhydrophobic and self-cleaning properties",2023.0,原始研究/Cellulose发表版对应预印本,10.1007/s10570-022-04892-0,https://doi.org/10.1007/s10570-022-04892-0,原文Table 3 + Table 1,原表的空气数据仅明确列FR-PDA@Ag与FR-PDA@Ag-PDMS两行；不补猜bare/FR air参数。
492,CTG0284,commercial,,,C-真实耐久多功能棉,AMVP/PDA/Ag/PDMS,棉,织物,cotton fabric,FR cotton - N2,FR cotton,,,,,N2,,20,257.0,,,,312.0,,,,,,,,,,,800.0,38.6,36.7,是,是,是,"Fabrication of durable coatings for cotton fabrics with flame retardant, antibacterial, Fluorine-free Superhydrophobic and self-cleaning properties",2023.0,原始研究/Cellulose发表版对应预印本,10.1007/s10570-022-04892-0,https://doi.org/10.1007/s10570-022-04892-0,原文Table 3 + Table 1,原表的空气数据仅明确列FR-PDA@Ag与FR-PDA@Ag-PDMS两行；不补猜bare/FR air参数。
493,CTG0285,commercial,,,C-真实耐久多功能棉,AMVP/PDA/Ag/PDMS,棉,织物,cotton fabric,FR-PDA@Ag cotton - N2,FR-PDA@Ag cotton,,,,,N2,,20,250.0,,,,299.0,,,,,,,,,,,800.0,47.9,32.6,是,是,是,"Fabrication of durable coatings for cotton fabrics with flame retardant, antibacterial, Fluorine-free Superhydrophobic and self-cleaning properties",2023.0,原始研究/Cellulose发表版对应预印本,10.1007/s10570-022-04892-0,https://doi.org/10.1007/s10570-022-04892-0,原文Table 3 + Table 1,原表的空气数据仅明确列FR-PDA@Ag与FR-PDA@Ag-PDMS两行；不补猜bare/FR air参数。
494,CTG0286,commercial,,,C-真实耐久多功能棉,AMVP/PDA/Ag/PDMS,棉,织物,cotton fabric,FR-PDA@Ag-PDMS cotton - N2,FR-PDA@Ag-PDMS cotton,,,,,N2,,20,237.0,,,,299.0,,,,,,,,,,,800.0,44.8,29.8,是,是,是,"Fabrication of durable coatings for cotton fabrics with flame retardant, antibacterial, Fluorine-free Superhydrophobic and self-cleaning properties",2023.0,原始研究/Cellulose发表版对应预印本,10.1007/s10570-022-04892-0,https://doi.org/10.1007/s10570-022-04892-0,原文Table 3 + Table 1,原表的空气数据仅明确列FR-PDA@Ag与FR-PDA@Ag-PDMS两行；不补猜bare/FR air参数。
495,CTG0287,commercial,,,C-真实耐久多功能棉,AMVP/PDA/Ag/PDMS,棉,织物,cotton fabric,FR-PDA@Ag cotton - air,FR-PDA@Ag cotton,,,,,air,,20,239.0,,,,294.0,523.0,,,,,,,,,,800.0,18.7,,是,否,是,"Fabrication of durable coatings for cotton fabrics with flame retardant, antibacterial, Fluorine-free Superhydrophobic and self-cleaning properties",2023.0,原始研究/Cellulose发表版对应预印本,10.1007/s10570-022-04892-0,https://doi.org/10.1007/s10570-022-04892-0,原文Table 3 + Table 1,原表的空气数据仅明确列FR-PDA@Ag与FR-PDA@Ag-PDMS两行；不补猜bare/FR air参数。
496,CTG0288,commercial,,,C-真实耐久多功能棉,AMVP/PDA/Ag/PDMS,棉,织物,cotton fabric,FR-PDA@Ag-PDMS cotton - air,FR-PDA@Ag-PDMS cotton,,,,,air,,20,235.0,,,,293.0,524.0,,,,,,,,,,800.0,20.6,,是,否,是,"Fabrication of durable coatings for cotton fabrics with flame retardant, antibacterial, Fluorine-free Superhydrophobic and self-cleaning properties",2023.0,原始研究/Cellulose发表版对应预印本,10.1007/s10570-022-04892-0,https://doi.org/10.1007/s10570-022-04892-0,原文Table 3 + Table 1,原表的空气数据仅明确列FR-PDA@Ag与FR-PDA@Ag-PDMS两行；不补猜bare/FR air参数。
497,CTG0289,commercial,,,C-真实棉织物MOF涂层,Zr-MOF/BPEI/VTES,棉,织物,cotton fabric,Pristine cotton,Pristine cotton,,,,,air,,10,,318.5,,,341.6,479.0,,,,,,,,,,,,,是,否,是,Barrier Effects of Cellulosic Fibers with Hybrid Coating Based on Zirconium Metal-Organic Framework,2022.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9370460/,原文Table 1,网页Table 1的Rmax/Residue列排版存在对齐风险，因此不将其写入数值栏。
498,CTG0290,commercial,,,C-真实棉织物MOF涂层,Zr-MOF/BPEI/VTES,棉,织物,cotton fabric,C-Zr-MOF,C-Zr-MOF,,,,,air,,10,,310.8,,,325.7,500.9,,,,,,,,,,,,,是,否,是,Barrier Effects of Cellulosic Fibers with Hybrid Coating Based on Zirconium Metal-Organic Framework,2022.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9370460/,原文Table 1,网页Table 1的Rmax/Residue列排版存在对齐风险，因此不将其写入数值栏。
499,CTG0291,commercial,,,C-真实棉织物MOF涂层,Zr-MOF/BPEI/VTES,棉,织物,cotton fabric,C-Zr-MOF/BPEI,C-Zr-MOF/BPEI,,,,,air,,10,,303.5,,,326.2,499.0,,,,,,,,,,,,,是,否,是,Barrier Effects of Cellulosic Fibers with Hybrid Coating Based on Zirconium Metal-Organic Framework,2022.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9370460/,原文Table 1,网页Table 1的Rmax/Residue列排版存在对齐风险，因此不将其写入数值栏。
500,CTG0292,commercial,,,C-真实棉织物MOF涂层,Zr-MOF/BPEI/VTES,棉,织物,cotton fabric,C-Zr-MOF/BPEI/VTES,C-Zr-MOF/BPEI/VTES,,,,,air,,10,,319.3,,,330.8,523.3,,,,,,,,,,,,,是,否,是,Barrier Effects of Cellulosic Fibers with Hybrid Coating Based on Zirconium Metal-Organic Framework,2022.0,原始论文开放全文,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9370460/,原文Table 1,网页Table 1的Rmax/Residue列排版存在对齐风险，因此不将其写入数值栏。
501,CTG0293,commercial,,,C-真实耐洗阻燃棉,surface-grafted P/N cotton,棉,织物,cotton fabric,Pure-cot,untreated,,,,,N2,20.0,10,301.8,,,,379.1,,,15.8,%/min,,,,,,,800.0,12.1,19.5,是,是,是,A novel durable flame retardant cotton fabric produced by surface chemical grafting of phosphorus- and nitrogen-containing compounds,2017.0,原始论文全文,10.1007/s10570-017-1391-x,https://doi.org/10.1007/s10570-017-1391-x,原文Table 1 + Table 2,Peak2速率保留在说明中，表中最大失重速率栏只存第一峰值以避免混列。
502,CTG0294,commercial,,,C-真实耐洗阻燃棉,surface-grafted P/N cotton,棉,织物,cotton fabric,FR-cot-1,FR-cot-1,,,,,N2,20.0,10,214.9,,,,221.6,324.9,,1.6,%/min,,,,,,,800.0,29.4,26.3,是,是,是,A novel durable flame retardant cotton fabric produced by surface chemical grafting of phosphorus- and nitrogen-containing compounds,2017.0,原始论文全文,10.1007/s10570-017-1391-x,https://doi.org/10.1007/s10570-017-1391-x,原文Table 1 + Table 2,Peak2速率保留在说明中，表中最大失重速率栏只存第一峰值以避免混列。
503,CTG0295,commercial,,,C-真实耐洗阻燃棉,surface-grafted P/N cotton,棉,织物,cotton fabric,FR-cot-2,FR-cot-2,,,,,N2,20.0,10,182.6,,,,221.9,327.8,,1.9,%/min,,,,,,,800.0,31.9,28.1,是,是,是,A novel durable flame retardant cotton fabric produced by surface chemical grafting of phosphorus- and nitrogen-containing compounds,2017.0,原始论文全文,10.1007/s10570-017-1391-x,https://doi.org/10.1007/s10570-017-1391-x,原文Table 1 + Table 2,Peak2速率保留在说明中，表中最大失重速率栏只存第一峰值以避免混列。
504,CTG0296,commercial,,,C-真实城市棉织物基线,mercerization/liquid-ammonia pretreatment,棉,针织物,knit cotton fabric,Untreated,Untreated,,,,,,,,,,,356.0,374.0,,,,,,,,,,,700.0,10.91,,是,否,是,Influence of Sequential Liquid Ammonia and Caustic Mercerization Pre-Treatment on Dyeing Performance of Knit Cotton Fabric,2022.0,原始论文开放全文,10.3390/ma15051758,https://pmc.ncbi.nlm.nih.gov/articles/PMC8911594/,原文Table 2,不是阻燃研究，纳入目的仅为现实棉织物热响应基线。
505,CTG0297,commercial,,,C-真实城市棉织物基线,mercerization/liquid-ammonia pretreatment,棉,针织物,knit cotton fabric,CM,CM,,,,,,,,,,,354.0,370.0,,,,,,,,,,,700.0,10.96,,是,否,是,Influence of Sequential Liquid Ammonia and Caustic Mercerization Pre-Treatment on Dyeing Performance of Knit Cotton Fabric,2022.0,原始论文开放全文,10.3390/ma15051758,https://pmc.ncbi.nlm.nih.gov/articles/PMC8911594/,原文Table 2,不是阻燃研究，纳入目的仅为现实棉织物热响应基线。
506,CTG0298,commercial,,,C-真实城市棉织物基线,mercerization/liquid-ammonia pretreatment,棉,针织物,knit cotton fabric,LA,LA,,,,,,,,,,,352.0,365.0,,,,,,,,,,,700.0,11.38,,是,否,是,Influence of Sequential Liquid Ammonia and Caustic Mercerization Pre-Treatment on Dyeing Performance of Knit Cotton Fabric,2022.0,原始论文开放全文,10.3390/ma15051758,https://pmc.ncbi.nlm.nih.gov/articles/PMC8911594/,原文Table 2,不是阻燃研究，纳入目的仅为现实棉织物热响应基线。
507,CTG0299,commercial,,,C-真实城市棉织物基线,mercerization/liquid-ammonia pretreatment,棉,针织物,knit cotton fabric,CM/LA,CM/LA,,,,,,,,,,,347.0,369.0,,,,,,,,,,,700.0,11.05,,是,否,是,Influence of Sequential Liquid Ammonia and Caustic Mercerization Pre-Treatment on Dyeing Performance of Knit Cotton Fabric,2022.0,原始论文开放全文,10.3390/ma15051758,https://pmc.ncbi.nlm.nih.gov/articles/PMC8911594/,原文Table 2,不是阻燃研究，纳入目的仅为现实棉织物热响应基线。
508,CTG0300,commercial,,,C-真实城市棉织物基线,mercerization/liquid-ammonia pretreatment,棉,针织物,knit cotton fabric,LA/CM,LA/CM,,,,,,,,,,,350.0,367.0,,,,,,,,,,,700.0,12.38,,是,否,是,Influence of Sequential Liquid Ammonia and Caustic Mercerization Pre-Treatment on Dyeing Performance of Knit Cotton Fabric,2022.0,原始论文开放全文,10.3390/ma15051758,https://pmc.ncbi.nlm.nih.gov/articles/PMC8911594/,原文Table 2,不是阻燃研究，纳入目的仅为现实棉织物热响应基线。
509,CTG0301,commercial,,,C-高质量真实PET织物基线,PET-CMCS surface finishing,聚酯,织物,polyethylene terephthalate fabric,Untreated PET,untreated,,,,,,,,,,,411.9,433.2,,,,,,,,,,,700.0,18.3,,是,否,是,Preparation and properties of polyester fabrics grafted with O-carboxymethyl chitosan,2014.0,Carbohydrate Polymers原始论文,10.1016/j.carbpol.2014.06.088,https://www.sciencedirect.com/science/article/abs/pii/S0144861714006663,原文Table 1,不是阻燃专门处理；用于现实PET热响应基线。
510,CTG0302,commercial,,,C-高质量真实PET织物基线,PET-CMCS surface finishing,聚酯,织物,polyethylene terephthalate fabric,Saponified PET,saponified,,,,,,,,,,,410.3,432.7,,,,,,,,,,,700.0,20.8,,是,否,是,Preparation and properties of polyester fabrics grafted with O-carboxymethyl chitosan,2014.0,Carbohydrate Polymers原始论文,10.1016/j.carbpol.2014.06.088,https://www.sciencedirect.com/science/article/abs/pii/S0144861714006663,原文Table 1,不是阻燃专门处理；用于现实PET热响应基线。
511,CTG0303,commercial,,,C-高质量真实PET织物基线,PET-CMCS surface finishing,聚酯,织物,polyethylene terephthalate fabric,PET-CMCS,O-carboxymethyl chitosan grafted,,,,,,,,,,,411.4,432.9,,,,,,,,,,,700.0,18.5,,是,否,是,Preparation and properties of polyester fabrics grafted with O-carboxymethyl chitosan,2014.0,Carbohydrate Polymers原始论文,10.1016/j.carbpol.2014.06.088,https://www.sciencedirect.com/science/article/abs/pii/S0144861714006663,原文Table 1,不是阻燃专门处理；用于现实PET热响应基线。
512,CTG0304,commercial,,,C-高质量真实PET织物基线,PET-CMCS surface finishing,聚酯,织物,polyethylene terephthalate fabric,PET-PEI-CMCS,PEI-assisted O-carboxymethyl chitosan grafted,,,,,,,,,,,409.8,433.4,,,,,,,,,,,700.0,19.3,,是,否,是,Preparation and properties of polyester fabrics grafted with O-carboxymethyl chitosan,2014.0,Carbohydrate Polymers原始论文,10.1016/j.carbpol.2014.06.088,https://www.sciencedirect.com/science/article/abs/pii/S0144861714006663,原文Table 1,不是阻燃专门处理；用于现实PET热响应基线。
513,CTG0305,commercial,,,B-商业阻燃剂/真实织物,Fire-off®,棉,织物,100% cotton,100% Cotton,untreated,,,,,,,,,,,342.0,373.0,,,,,,,,,,,750.0,3.6,,是,否,是,"A Comparative Thermal Analysis of Fire-off Treated Cotton, Polyester and Co/PET Fabrics",2019.0,原始论文开放全文/作者稿,10.32710/tekstilvekonfeksiyon.585614,https://dergipark.org.tr/en/pub/tekstilvekonfeksiyon/article/585614,原文Table 1,50/50混纺的两阶段温度以范围报告，不伪造单一精确峰温。
514,CTG0306,commercial,,,B-商业阻燃剂/真实织物,Fire-off®,棉,织物,100% cotton,100% Cotton-treated,Fire-off treated,,,,,,,,,,,273.0,310.0,,,,,,,,,,,750.0,21.04,,是,否,是,"A Comparative Thermal Analysis of Fire-off Treated Cotton, Polyester and Co/PET Fabrics",2019.0,原始论文开放全文/作者稿,10.32710/tekstilvekonfeksiyon.585614,https://dergipark.org.tr/en/pub/tekstilvekonfeksiyon/article/585614,原文Table 1,50/50混纺的两阶段温度以范围报告，不伪造单一精确峰温。
515,CTG0307,commercial,,,B-商业阻燃剂/真实织物,Fire-off®,聚酯,织物,100% PET,100% PET,untreated,,,,,,,,,,,414.0,455.0,,,,,,,,,,,750.0,13.12,,是,否,是,"A Comparative Thermal Analysis of Fire-off Treated Cotton, Polyester and Co/PET Fabrics",2019.0,原始论文开放全文/作者稿,10.32710/tekstilvekonfeksiyon.585614,https://dergipark.org.tr/en/pub/tekstilvekonfeksiyon/article/585614,原文Table 1,50/50混纺的两阶段温度以范围报告，不伪造单一精确峰温。
516,CTG0308,commercial,,,B-商业阻燃剂/真实织物,Fire-off®,聚酯,织物,100% PET,100% PET-treated,Fire-off treated,,,,,,,,,,,406.0,456.0,,,,,,,,,,,750.0,11.92,,是,否,是,"A Comparative Thermal Analysis of Fire-off Treated Cotton, Polyester and Co/PET Fabrics",2019.0,原始论文开放全文/作者稿,10.32710/tekstilvekonfeksiyon.585614,https://dergipark.org.tr/en/pub/tekstilvekonfeksiyon/article/585614,原文Table 1,50/50混纺的两阶段温度以范围报告，不伪造单一精确峰温。
517,CTG0309,commercial,,,B-商业阻燃剂/真实织物,Fire-off®,棉/聚酯,织物,50% cotton / 50% PET,50/50 Co/PET,untreated; T1 range 345–381°C; T2 range 403–450°C,,,,,,,,,,,345.0,403.0,,,,,,,,,,,750.0,9.01,,是,否,是,"A Comparative Thermal Analysis of Fire-off Treated Cotton, Polyester and Co/PET Fabrics",2019.0,原始论文开放全文/作者稿,10.32710/tekstilvekonfeksiyon.585614,https://dergipark.org.tr/en/pub/tekstilvekonfeksiyon/article/585614,原文Table 1,50/50混纺的两阶段温度以范围报告，不伪造单一精确峰温。
