<PARSED TEXT FOR SHEET: 1 / 1 TABS,DOI,FR_concentration_g_L,LOI_max_pct,LOI_min_pct,LOI_pct,LOI_state,LOI_uncertainty_pct,PA_UR_concentration_g_L,PA_dosage_owf_pct,R400_pct,R500_pct,R550_pct,R600_pct,R650_pct,R700_pct,R750_pct,R800_pct,T10_C,T1_C,T20_C,T40_C,T50_C,T5_C,Tmax1_C,Tmax2_C,Tmax3_C,Tmax4_C,Tonset_C,add_on_pct,add_on_pct_initial,application,area_density_g_m2,atmosphere,batch_id,bilayers,commercial_FR_product,commercial_fabric_id,composition,dataset_type,decomposition_end_C,direct_numeric_use,evidence,gas_flow_mL_min,grafting_pct,heating_rate_C_min,journal,limitations,loading_pct,material_category,material_form,material_form_LOI,material_form_TGA,max_mass_loss_rate,max_mass_loss_rate1,max_mass_loss_rate2,rate_unit,residue_at_Tmax1_pct,residue_at_Tmax2_pct,residue_at_Tmax3_pct,residue_at_Tmax_pct,sample_state,source_file,source_location,source_title,source_type,source_url,stage1_end_C,stage1_mass_loss_pct,stage1_start_C,stage2_end_C,stage2_mass_loss_pct,stage2_start_C,stage3_mass_loss_pct,stage3_start_C,treatment_chemistry,treatment_method,treatment_state,trilayers,washing_state,weight_gain_pct,year,pair_quality,pair_key
,10.14233/ajchem.2026.34788,,,,19.0,as prepared,,,,,,,0.0,,,,,,,,,,288.0,340.0,485.0,,,,,,,165.0,air,B20260923-230,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,57.6,2.8,,,CF,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,,,untreated,,,0.0,2026.0,A,10.14233/ajchem.2026.34788||CF||air||10.0
,10.14233/ajchem.2026.34788,,,,33.0,as prepared,,,,,,,14.7,,,,,,,,,,210.0,272.0,505.0,,,,,,,165.0,air,B20260923-231,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,73.1,27.0,,,CF-diPEG,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,diphosphoric acid ethylene glycol ester (diPEG) + APTES,sol-gel soak 30 min; pH ~7; squeeze; vacuum dry 120 C to constant mass,FR treated,,,6.9,2026.0,A,10.14233/ajchem.2026.34788||CF-diPEG||air||10.0
,10.14233/ajchem.2026.34788,,,,34.8,as prepared,,,,,,,16.9,,,,,,,,,,183.0,246.0,503.0,,,,,,,165.0,air,B20260923-232,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,73.8,31.5,,,CF-triPGE,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,triphosphoric acid glycerol ester (triPGE) + APTES,sol-gel soak 30 min; pH ~7; squeeze; vacuum dry 120 C to constant mass,FR treated,,,7.2,2026.0,A,10.14233/ajchem.2026.34788||CF-triPGE||air||10.0
,10.14233/ajchem.2026.34788,,,,38.3,as prepared,,,,,,,27.2,,,,,,,,,,195.0,260.0,517.0,,,,,,,165.0,air,B20260923-233,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 3 reports exact LOI for CF, CF-diPEG, CF-triPGE and CF-tetraPPE. Tables 4 and 5 report exact TG/DTG values for the same four sample states under N2 and oxidative atmosphere. Methods state TGA from 10 to 600 C at 10 C/min under nitrogen and air, gas flow 100 mL/min.",100.0,,10.0,Asian Journal of Chemistry,"Table 5 heading uses 'oxygen atmosphere', while the experimental section states measurements were performed in nitrogen and air atmospheres at 100 mL/min. Rows are normalized as air according to the stated method. LOI is a property of each sample state and is paired independently with its N2 and air TGA observations.",,cotton,fabric,,,,,,,74.5,36.7,,,CF-tetraPPE,data/incoming/verified_web_batch_20260923_b27_cotton_phosphate_solgel.csv,"Experimental: treatment and characterization; Tables 1, 3, 4 and 5",Synthesis of Phosphoric Acid Ester-based Flame Retardants and their Application via Sol-Gel Process to Enhance Flame Retardancy of Cotton Fabric,,https://asianpubs.org/index.php/ajchem/article/view/34788/30311,,,,,,,,,tetraphosphoric acid pentaerythritol ester (tetraPPE) + APTES,sol-gel soak 30 min; pH ~7; squeeze; vacuum dry 120 C to constant mass,FR treated,,,11.8,2026.0,A,10.14233/ajchem.2026.34788||CF-tetraPPE||air||10.0
,10.1080/15440478.2022.2153195,,,,18.3,as prepared,,,,,,,9.8,,,,,306.8,,,,,,364.7,,,,,,,,190.0,N2,B20260923-234,,,,100% cotton,,,TG+LOI,"Open-access full article. LOI section gives exact values for Control, Cotton-1 and Cotton-2 (18.3, 27.5, 32.1%). Table 1 gives T10, Tmax1, Tmax2 and residue at 600 C for the same three sample states under N2 and air. Characterization states TGA under N2 and air at 10 C/min.",,,10.0,Journal of Natural Fibers,"The journal issue is Volume 20 (2023), while the article was first published online in December 2022. Post-laundering vertical-burning durability is reported, but exact post-wash LOI/TGA pairs are not tabulated, so only as-prepared states are included.",,cotton,plain-woven fabric,,,,,,,,,,,Control,data/incoming/verified_web_batch_20260923_b28_cotton_reactive_ifr.csv,Experimental/Preparation and Characterizations; Flame retardancy; Thermal stability/Table 1,Preparation of a Reactive Phosphorus/nitrogen-Based Intumescent Flame Retardant Coating for Cotton Fabrics,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2153195,,,,,,,,,,,untreated,,,0.0,2023.0,A,10.1080/15440478.2022.2153195||Control||N2||10.0
,10.1080/15440478.2022.2153195,,,,27.5,as prepared,,,,,,,41.6,,,,,253.9,,,,,,289.3,,,,,,,,190.0,N2,B20260923-235,,,,100% cotton,,,TG+LOI,"Open-access full article. LOI section gives exact values for Control, Cotton-1 and Cotton-2 (18.3, 27.5, 32.1%). Table 1 gives T10, Tmax1, Tmax2 and residue at 600 C for the same three sample states under N2 and air. Characterization states TGA under N2 and air at 10 C/min.",,,10.0,Journal of Natural Fibers,"The journal issue is Volume 20 (2023), while the article was first published online in December 2022. Post-laundering vertical-burning durability is reported, but exact post-wash LOI/TGA pairs are not tabulated, so only as-prepared states are included.",,cotton,plain-woven fabric,,,,,,,,,,,Cotton-1,data/incoming/verified_web_batch_20260923_b28_cotton_reactive_ifr.csv,Experimental/Preparation and Characterizations; Flame retardancy; Thermal stability/Table 1,Preparation of a Reactive Phosphorus/nitrogen-Based Intumescent Flame Retardant Coating for Cotton Fabrics,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2153195,,,,,,,,,"reactive P/N intumescent flame retardant from diethyl phosphite, urea and glutaraldehyde",100 g/L IFR bath; pH 3.0; 80 C 30 min; rinse; dry 80 C 3 min,FR coated,,,10.9,2023.0,A,10.1080/15440478.2022.2153195||Cotton-1||N2||10.0
,10.1080/15440478.2022.2153195,,,,32.1,as prepared,,,,,,,43.7,,,,,238.9,,,,,,275.8,,,,,,,,190.0,N2,B20260923-236,,,,100% cotton,,,TG+LOI,"Open-access full article. LOI section gives exact values for Control, Cotton-1 and Cotton-2 (18.3, 27.5, 32.1%). Table 1 gives T10, Tmax1, Tmax2 and residue at 600 C for the same three sample states under N2 and air. Characterization states TGA under N2 and air at 10 C/min.",,,10.0,Journal of Natural Fibers,"The journal issue is Volume 20 (2023), while the article was first published online in December 2022. Post-laundering vertical-burning durability is reported, but exact post-wash LOI/TGA pairs are not tabulated, so only as-prepared states are included.",,cotton,plain-woven fabric,,,,,,,,,,,Cotton-2,data/incoming/verified_web_batch_20260923_b28_cotton_reactive_ifr.csv,Experimental/Preparation and Characterizations; Flame retardancy; Thermal stability/Table 1,Preparation of a Reactive Phosphorus/nitrogen-Based Intumescent Flame Retardant Coating for Cotton Fabrics,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2153195,,,,,,,,,"reactive P/N intumescent flame retardant from diethyl phosphite, urea and glutaraldehyde",150 g/L IFR bath; pH 3.0; 80 C 30 min; rinse; dry 80 C 3 min,FR coated,,,13.5,2023.0,A,10.1080/15440478.2022.2153195||Cotton-2||N2||10.0
,10.1080/15440478.2022.2153195,,,,18.3,as prepared,,,,,,,0.0,,,,,300.1,,,,,,349.6,488.6,,,,,,,190.0,air,B20260923-237,,,,100% cotton,,,TG+LOI,"Open-access full article. LOI section gives exact values for Control, Cotton-1 and Cotton-2 (18.3, 27.5, 32.1%). Table 1 gives T10, Tmax1, Tmax2 and residue at 600 C for the same three sample states under N2 and air. Characterization states TGA under N2 and air at 10 C/min.",,,10.0,Journal of Natural Fibers,"The journal issue is Volume 20 (2023), while the article was first published online in December 2022. Post-laundering vertical-burning durability is reported, but exact post-wash LOI/TGA pairs are not tabulated, so only as-prepared states are included.",,cotton,plain-woven fabric,,,,,,,,,,,Control,data/incoming/verified_web_batch_20260923_b28_cotton_reactive_ifr.csv,Experimental/Preparation and Characterizations; Flame retardancy; Thermal stability/Table 1,Preparation of a Reactive Phosphorus/nitrogen-Based Intumescent Flame Retardant Coating for Cotton Fabrics,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2153195,,,,,,,,,,,untreated,,,0.0,2023.0,A,10.1080/15440478.2022.2153195||Control||air||10.0
,10.1080/15440478.2022.2153195,,,,27.5,as prepared,,,,,,,8.6,,,,,239.9,,,,,,268.4,,,,,,,,190.0,air,B20260923-238,,,,100% cotton,,,TG+LOI,"Open-access full article. LOI section gives exact values for Control, Cotton-1 and Cotton-2 (18.3, 27.5, 32.1%). Table 1 gives T10, Tmax1, Tmax2 and residue at 600 C for the same three sample states under N2 and air. Characterization states TGA under N2 and air at 10 C/min.",,,10.0,Journal of Natural Fibers,"The journal issue is Volume 20 (2023), while the article was first published online in December 2022. Post-laundering vertical-burning durability is reported, but exact post-wash LOI/TGA pairs are not tabulated, so only as-prepared states are included.",,cotton,plain-woven fabric,,,,,,,,,,,Cotton-1,data/incoming/verified_web_batch_20260923_b28_cotton_reactive_ifr.csv,Experimental/Preparation and Characterizations; Flame retardancy; Thermal stability/Table 1,Preparation of a Reactive Phosphorus/nitrogen-Based Intumescent Flame Retardant Coating for Cotton Fabrics,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2153195,,,,,,,,,"reactive P/N intumescent flame retardant from diethyl phosphite, urea and glutaraldehyde",100 g/L IFR bath; pH 3.0; 80 C 30 min; rinse; dry 80 C 3 min,FR coated,,,10.9,2023.0,A,10.1080/15440478.2022.2153195||Cotton-1||air||10.0
,10.1080/15440478.2022.2153195,,,,32.1,as prepared,,,,,,,12.4,,,,,222.7,,,,,,260.2,,,,,,,,190.0,air,B20260923-239,,,,100% cotton,,,TG+LOI,"Open-access full article. LOI section gives exact values for Control, Cotton-1 and Cotton-2 (18.3, 27.5, 32.1%). Table 1 gives T10, Tmax1, Tmax2 and residue at 600 C for the same three sample states under N2 and air. Characterization states TGA under N2 and air at 10 C/min.",,,10.0,Journal of Natural Fibers,"The journal issue is Volume 20 (2023), while the article was first published online in December 2022. Post-laundering vertical-burning durability is reported, but exact post-wash LOI/TGA pairs are not tabulated, so only as-prepared states are included.",,cotton,plain-woven fabric,,,,,,,,,,,Cotton-2,data/incoming/verified_web_batch_20260923_b28_cotton_reactive_ifr.csv,Experimental/Preparation and Characterizations; Flame retardancy; Thermal stability/Table 1,Preparation of a Reactive Phosphorus/nitrogen-Based Intumescent Flame Retardant Coating for Cotton Fabrics,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2153195,,,,,,,,,"reactive P/N intumescent flame retardant from diethyl phosphite, urea and glutaraldehyde",150 g/L IFR bath; pH 3.0; 80 C 30 min; rinse; dry 80 C 3 min,FR coated,,,13.5,2023.0,A,10.1080/15440478.2022.2153195||Cotton-2||air||10.0
,10.1039/C6RA26075F,,,,18.3,as prepared,,,,,,,13.0,,,,,,,,,,,353.0,,,,285.0,0.0,,,230.0,N2,B20260923-240,,,,100% cotton,,,TG+LOI,"Open-access RSC article/PDF. Table 2 gives exact LOI values for untreated and DHTP-treated cotton (18.3 and 26.3%). Table 3 gives Tonset, Tmax, Vmax, residue at Tmax and residue at 600 C for untreated, MPTES-pretreated and DHTP-treated cotton. Characterization §2.3.4 specifies TGA from 30 to 600 C at 10 C/min with N2 flow.",,,10.0,RSC Advances,"The results subsection title says 'Thermal stability in air', but the experimental TGA method explicitly states N2 gas; atmosphere is therefore normalized as N2 and this textual inconsistency is retained as a limitation. MPTES-pretreated cotton has TGA but no exact LOI and is excluded. Washed treated cotton has LOI 22.4% but no matched washed-state TGA and is excluded.",,cotton,plain weave fabric,,,,-1.9,,,53.5,,,,Untreated,data/incoming/verified_web_batch_20260923_b29_cotton_dhtp_click.csv,Experimental §2.3.4; Flame retardant performance §3.3/Table 2; Thermal stability §3.4/Table 3,Preparation of a reactive flame retardant and its finishing on cotton fabrics based on click chemistry,,https://pubs.rsc.org/en/content/articlepdf/2017/ra/c6ra26075f,,,,,,,,,,,untreated,,,,2017.0,A,10.1039/c6ra26075f||Untreated||N2||10.0
,10.1039/C6RA26075F,,,,26.3,as prepared,,,,,,,34.6,,,,,,,,,,,315.0,,,,253.0,28.1,,,230.0,N2,B20260923-241,,,,100% cotton,,,TG+LOI,"Open-access RSC article/PDF. Table 2 gives exact LOI values for untreated and DHTP-treated cotton (18.3 and 26.3%). Table 3 gives Tonset, Tmax, Vmax, residue at Tmax and residue at 600 C for untreated, MPTES-pretreated and DHTP-treated cotton. Characterization §2.3.4 specifies TGA from 30 to 600 C at 10 C/min with N2 flow.",,,10.0,RSC Advances,"The results subsection title says 'Thermal stability in air', but the experimental TGA method explicitly states N2 gas; atmosphere is therefore normalized as N2 and this textual inconsistency is retained as a limitation. MPTES-pretreated cotton has TGA but no exact LOI and is excluded. Washed treated cotton has LOI 22.4% but no matched washed-state TGA and is excluded.",,cotton,plain weave fabric,,,,-0.8,,,56.9,,,,DHTP-treated,data/incoming/verified_web_batch_20260923_b29_cotton_dhtp_click.csv,Experimental §2.3.4; Flame retardant performance §3.3/Table 2; Thermal stability §3.4/Table 3,Preparation of a reactive flame retardant and its finishing on cotton fabrics based on click chemistry,,https://pubs.rsc.org/en/content/articlepdf/2017/ra/c6ra26075f,,,,,,,,,"dimethyl-[1,3,5-(3,5-triacryloylhexahydro)triazinyl]-3-oxopropylphosphonate (DHTP) via thiol-ene click chemistry",MPTES pretreatment followed by DHTP/TCEP treatment; final add-on 28.1%,FR treated,,,,2017.0,A,10.1039/c6ra26075f||DHTP-treated||N2||10.0
,10.1177/24723444251314919,0.0,,,17.8,as prepared,,,,,,,8.98,,,,,319.0,,,,,,359.0,,,,,,,,110.0,N2,B20260923-242,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 1 gives exact LOI values for Control cotton and FRC-30 (17.8 and 40.1%). Table 2 gives exact T10, Tmax, Vmax and residue at 600 C for the same two sample states. Methods specify TGA under N2 from 30 to 600 C at 10 C/min.",,,10.0,AATCC Journal of Research,FRC-10 and FRC-20 have exact LOI values but no matched tabulated TGA and are excluded. Washed states are excluded because matched post-wash TGA is not reported and the prose/table contain slightly different washed-state LOI values. Table 2 is used for TGA because the prose reports 352 C Tmax and 9.48% residue for control whereas Table 2 reports 359 C and 8.98%.,,cotton,fabric,,,,2.02,,,,,,,Control cotton,data/incoming/verified_web_batch_20260923_b30_cotton_aepea.csv,Treatment §Experimental; Characterizations; Flame Retardancy/Table 1; Thermal Stability/Table 2,Synthesis of a Bio-Based Intumescent Flame Retardant Without Halogen and Its Application on Cotton Fabric,,https://journals.sagepub.com/doi/10.1177/24723444251314919,,,,,,,,,,,untreated,,,0.0,2025.0,A,10.1177/24723444251314919||Control cotton||N2||10.0
,10.1177/24723444251314919,300.0,,,40.1,as prepared,,,,,,,39.94,,,,,245.0,,,,,,279.0,,,,,,,,110.0,N2,B20260923-243,,,,100% cotton,,,TG+LOI,"Open-access full article. Table 1 gives exact LOI values for Control cotton and FRC-30 (17.8 and 40.1%). Table 2 gives exact T10, Tmax, Vmax and residue at 600 C for the same two sample states. Methods specify TGA under N2 from 30 to 600 C at 10 C/min.",,,10.0,AATCC Journal of Research,FRC-10 and FRC-20 have exact LOI values but no matched tabulated TGA and are excluded. Washed states are excluded because matched post-wash TGA is not reported and the prose/table contain slightly different washed-state LOI values. Table 2 is used for TGA because the prose reports 352 C Tmax and 9.48% residue for control whereas Table 2 reports 359 C and 8.98%.,,cotton,fabric,,,,1.39,,,,,,,FRC-30,data/incoming/verified_web_batch_20260923_b30_cotton_aepea.csv,Treatment §Experimental; Characterizations; Flame Retardancy/Table 1; Thermal Stability/Table 2,Synthesis of a Bio-Based Intumescent Flame Retardant Without Halogen and Its Application on Cotton Fabric,,https://journals.sagepub.com/doi/10.1177/24723444251314919,,,,,,,,,ammonium salt of erythritol phosphoric ester acid (AEPEA),"AEPEA 300 g/L + dicyandiamide 70 g/L; impregnate 30 min at 70 C, bath ratio 1:25; pad twice to 100% wet pickup; dry 80 C 10 min; cure 170 C 2 min; wash and dry 60 C",FR treated,,,17.4,2025.0,A,10.1177/24723444251314919||FRC-30||N2||10.0
